,StationName,WaterYear,pH,Hydrogen,Calcium,Magnesium,Sodium,Potassium,Ammonium,Chloride,Sulfate,Nitrate,Dissolved_organic_carbon,Snow_depth
233,CAMERON PASS CO,2006,5.1,7.9,5,0.8,3.5,0.5,4.4,3.7,6.2,9,0.4,201.0
234,CAMERON PASS CO,2007,5.3,5.0,8.8,1.6,12.8,1.7,3.2,13.3,5,8.7,0.61,178.0
235,CAMERON PASS CO,2008,5.0,10.0,9,0.8,6.3,1.6,3.5,6.8,4.2,8.2,0.73,168.0
236,CAMERON PASS CO,2009,5.8,1.6,11,1.6,5.3,1.3,4.7,4.2,5.6,6.8,0.68,147.0
237,CAMERON PASS CO,2010,5.2,6.3,8.5,2.5,1.6,2.3,6.2,1.7,5.6,9.7,0.98,142.0
238,CAMERON PASS CO,2011,5.4,4.0,6.9,1.4,2.4,1.9,3.3,2,4.4,6.6,1.05,236.0
239,CAMERON PASS CO,2012,5.3,5.0,22.5,4.1,7.8,1.3,6.4,5.2,7.3,6.4,0.7,132.0
240,CAMERON PASS CO,2013,5.4,4.0,10.5,1.6,1.3,1,5.7,1.4,4.6,7.1,0.5,160.0
241,CAMERON PASS CO,2014,5.8,1.6,8,1.6,1.9,1,5.4,1.1,5.2,6.3,0.43,239.0
242,CAMERON PASS CO,2015,5.6,2.5,7,1.7,1.9,2.2,5.9,1.4,4.4,5.7,0.68,188.0
243,CAMERON PASS CO,2016,5.8,1.6,8,0.8,1.7,1,4.5,1.1,3.3,5.3,0.22,193.0
244,CAMERON PASS CO,2017,5.4,4.0,4,0.8,2.2,0.7,2.6,2.3,2.9,3.9,0.48,124.0
245,CAMERON PASS CO,2018,6.0,1.0,12.9,2.4,8.2,1.2,5.8,6.8,5.2,5.6,0.7,185.0
246,CANYON WY,1993,5.1,7.9,<3.1,<1.7,,<0.5,3.2,1.1,5,6,0.4,104.0
247,CANYON WY,1994,5.9,1.3,5,<1.7,5.2,1.8,8.2,2.3,7.5,7,0.8,84.0
248,CANYON WY,1995,5.1,7.9,<3.1,<1.7,<3,<0.5,4.4,<1.1,3.3,5.6,0.4,127.0
249,CANYON WY,1996,5.4,4.0,<3.1,<1.7,0.9,0.8,3.4,<1.1,2.9,4.4,0.8,165.0
250,CANYON WY,1997,5.4,4.0,<3.1,<1.7,,<0.5,2,<1.1,2.3,3.8,0.6,173.0
251,CANYON WY,1998,5.1,7.9,2,0.8,0.9,<0.5,4.2,1.4,3.3,7.1,0.5,109.0
252,CANYON WY,1999,5.4,4.0,2,<0.2,<1,<0.4,6.4,1.4,3.3,5.9,0.3,147.0
253,CANYON WY,2000,5.4,4.0,4,0.8,1.7,<0.4,5.5,<0.6,3.3,6.9,,102.0
254,CANYON WY,2001,5.2,6.3,2.5,0.8,1,<0.4,6,<0.6,4.4,9.3,0.46,89.0
255,CANYON WY,2002,5.3,5.0,3,0.8,1.3,<0.4,6.7,1.1,3.1,7.3,0.29,109.0
256,CANYON WY,2003,5.6,2.5,5.5,2.5,1.7,0.6,7.7,0.8,4.6,7.1,0.31,109.0
257,CANYON WY,2004,5.1,7.9,1.7,0.2,<1,<0.4,3.3,0.8,2.5,6.1,<0.2,112.0
258,CANYON WY,2005,5.3,5.0,0.5,<0.2,1.2,0.6,6.9,0.6,2.7,5.9,0.21,89.0
259,CANYON WY,2006,5.4,4.0,<0.4,<0.2,<1,<0.4,4.7,0.8,2.1,5.1,0.2,112.0
260,CANYON WY,2007,5.7,2.0,5.2,0.7,1.5,<0.4,7,1.1,4.4,6.1,0.36,124.0
261,CANYON WY,2008,5.6,2.5,4,<0.2,<1,<0.4,5.7,0.8,1.9,5.6,0.23,132.0
262,CANYON WY,2009,5.6,2.5,1.5,0.8,1.2,1.1,7.2,0.8,2.9,5.6,0.53,109.0
263,CANYON WY,2010,5.5,3.2,8,1.6,6.8,0.8,8.2,2.8,5.2,9.2,0.44,84.0
264,CANYON WY,2011,5.4,4.0,3.1,0.5,2.1,<0.4,4.4,1.1,2.7,5.1,0.35,132.0
265,CANYON WY,2012,5.3,5.0,7,<1.6,4.3,<0.5,7.8,1.9,4,3.9,0.4,127.0
266,CANYON WY,2013,5.2,6.3,3.5,<1.6,<0.9,<0.5,5.7,0.8,2.1,5.7,0.3,84.0
267,CANYON WY,2014,6.2,0.6,11,0.8,3.3,0.5,6,1.7,3.3,3.6,0.26,124.0
268,CANYON WY,2015,6.2,0.6,7.9,1.5,3.3,0.4,6.2,1.4,3.3,4.1,0.32,94.0
269,CANYON WY,2016,5.8,1.6,5,<0.2,1.7,0.3,4.7,0.8,1.9,3.2,<0.2,89.0
270,CANYON WY,2017,5.6,2.5,1,<0.2,0.4,0.2,4,0.6,1.5,3.6,0.23,147.0
271,CANYON WY,2018,5.8,1.6,3.3,0.8,1.9,0.7,7,1.1,2.3,4.3,0.44,155.0
275,CHIEF JOSEPH PASS MT,1993,5.3,5.0,<3.1,<1.7,<3,<0.5,3.2,<1.1,4,2.8,0.4,150.0
276,CHIEF JOSEPH PASS MT,1994,5.4,4.0,<3.1,<1.7,<3,1.5,4.3,1.4,3.7,4.8,1.2,119.0
277,CHIEF JOSEPH PASS MT,1995,5.3,5.0,<3.1,<1.7,<3,<0.5,3.8,<1.1,2.9,3.3,0.6,150.0
278,CHIEF JOSEPH PASS MT,1996,5.2,6.3,<3.1,<1.7,<0.9,0.5,1,<1.1,2.1,4.9,0.7,211.0
279,CHIEF JOSEPH PASS MT,1997,5.3,5.0,<3.1,<1.7,,<0.5,1.2,<1.1,1.5,2.9,0.5,267.0
280,CHIEF JOSEPH PASS MT,1998,5.2,6.3,2,0.8,0.9,<0.5,3.9,0.8,3.1,4.7,0.6,140.0
281,CHIEF JOSEPH PASS MT,1999,5.3,5.0,1,<0.2,1.2,0.5,3.4,0.8,2.1,2.9,0.2,178.0
282,CHIEF JOSEPH PASS MT,2000,5.3,5.0,1,0.8,<1,<0.4,2.9,<0.6,1.7,3.4,0.5,155.0
283,CHIEF JOSEPH PASS MT,2001,5.3,5.0,4.5,0.8,1.1,1.3,2.8,<0.6,4.2,5.5,1.2,112.0
284,CHIEF JOSEPH PASS MT,2002,5.4,4.0,1.5,<0.2,<1,<0.4,3.4,<0.6,2.1,3.8,0.32,145.0
285,CHIEF JOSEPH PASS MT,2003,5.2,6.3,2,0.8,<1,<0.4,2.2,0.6,1.7,2.3,0.31,224.0
286,CHIEF JOSEPH PASS MT,2004,5.2,6.3,2.3,0.7,1.6,1.4,2.4,1.4,2.5,3,1.28,175.0
287,CHIEF JOSEPH PASS MT,2005,5.2,6.3,1,<0.2,<1,0.8,3.7,1.1,2.9,4.3,0.42,91.0
288,CHIEF JOSEPH PASS MT,2006,5.5,3.2,1.5,<0.2,2,<0.4,2.8,2.5,2.3,3,0.45,185.0
289,CHIEF JOSEPH PASS MT,2007,5.5,3.2,2.3,0.4,2.9,0.7,3,1.1,2.9,3.4,0.4,140.0
290,CHIEF JOSEPH PASS MT,2008,5.0,10.0,4.5,<0.2,<1,0.6,2.3,0.8,2.1,3.4,0.52,203.0
291,CHIEF JOSEPH PASS MT,2009,5.5,3.2,0.5,<0.2,<1,0.9,2.3,<0.6,1.5,2.4,0.6,137.0
292,CHIEF JOSEPH PASS MT,2010,5.3,5.0,3.5,0.8,2,0.9,6.9,1.7,4,5.7,0.73,91.0
293,CHIEF JOSEPH PASS MT,2011,5.5,3.2,3.6,0.7,3.3,0.6,2.7,1.1,2.9,3.1,0.47,170.0
294,CHIEF JOSEPH PASS MT,2012,4.8,15.8,2.5,<1.6,1.3,1.5,2.9,1,2.3,2.6,0.7,168.0
295,CHIEF JOSEPH PASS MT,2013,5.2,6.3,4.5,1.6,0.9,0.8,4.3,1.7,2.5,3.6,0.6,127.0
296,CHIEF JOSEPH PASS MT,2014,5.7,2.0,3.5,<0.8,1.2,0.4,2.3,1.1,1.9,2.4,0.42,216.0
297,CHIEF JOSEPH PASS MT,2015,5.3,5.0,1,0.3,0.7,0.3,2.5,1.1,1.2,2.1,0.29,135.0
298,CHIEF JOSEPH PASS MT,2016,5.4,4.0,0.5,<0.2,1.3,0.6,3.5,1.1,1.7,2.5,0.32,142.0
299,CHIEF JOSEPH PASS MT,2017,5.4,4.0,1,0.8,0.9,1,2.9,0.8,1.5,2.9,0.77,168.0
300,CHIEF JOSEPH PASS MT,2018,5.7,2.0,4.5,1.2,1.5,0.5,2.4,1.4,1.9,2.8,0.38,201.0
303,DAISY PASS MT,1993,5.3,5.0,<3.1,<1.7,<3,<0.5,4.3,<1.1,6.2,4.6,0.4,117.0
304,DAISY PASS MT,1994,5.1,7.9,<3.1,<1.7,<3,<0.5,5,1.1,4,5.3,0.3,163.0
305,DAISY PASS MT,1995,5.3,5.0,<3.1,<1.7,<3,<0.5,3.7,<1.1,4,4.3,0.5,249.0
306,DAISY PASS MT,1996,5.5,3.2,<3.1,<1.7,<0.9,0.8,3,<1.1,3.5,3.9,0.5,318.0
307,DAISY PASS MT,1997,5.4,4.0,<3.1,<1.7,,2,1.7,<1.1,2.3,3.1,0.6,371.0
308,DAISY PASS MT,1998,5.2,6.3,2,0.8,<0.4,0.5,2.8,0.8,3.5,5.1,0.9,211.0
309,DAISY PASS MT,1999,5.3,5.0,1.5,<0.2,<1,<0.4,4.7,0.8,2.9,4.4,0.3,328.0
310,DAISY PASS MT,2000,5.5,3.2,4,1.6,1.3,0.6,3.8,<0.6,2.7,4.5,0.46,216.0
311,DAISY PASS MT,2001,5.2,6.3,3.5,0.8,<1,0.9,4.9,<0.6,4.8,7.5,0.82,135.0
312,DAISY PASS MT,2002,5.4,4.0,3.5,0.8,<1,0.7,4.7,<0.6,3.5,6,0.4,208.0
313,DAISY PASS MT,2003,5.4,4.0,3,0.8,<1,<0.4,7.2,0.8,3.5,5.4,0.31,249.0
314,DAISY PASS MT,2004,5.4,4.0,3.5,1,<1,1.2,5,0.8,3.7,4.9,0.98,221.0
315,DAISY PASS MT,2005,5.3,5.0,1.5,<0.2,<1,<0.4,6,<0.6,3.1,5.8,0.3,142.0
316,DAISY PASS MT,2006,5.5,3.2,<0.4,<0.2,<1,<0.4,4.4,0.6,2.3,3.6,0.3,277.0
317,DAISY PASS MT,2007,5.8,1.6,5.2,1.1,1.4,1.7,5,1.4,4.4,5.1,0.49,249.0
318,DAISY PASS MT,2008,5.2,6.3,5,0.8,<1,<0.4,4.5,<0.6,2.5,4.8,0.21,300.0
319,DAISY PASS MT,2009,5.6,2.5,1.5,<0.2,<1,<0.4,5.5,0.8,2.5,4.1,0.32,236.0
320,DAISY PASS MT,2010,5.4,4.0,5,1.6,1.3,0.9,6.7,0.8,4,6.1,0.51,163.0
321,DAISY PASS MT,2011,5.6,2.5,4.9,1,6.7,0.6,3.5,1.7,5.8,4.6,0.47,279.0
322,DAISY PASS MT,2012,5.1,7.9,5.5,<1.6,1.7,0.8,8.5,1.4,2.7,3.9,0.4,267.0
323,DAISY PASS MT,2013,5.3,5.0,5,<1.6,<0.9,0.5,5.7,0.8,2.9,5,0.4,216.0
324,DAISY PASS MT,2014,6.1,0.8,7,0.8,1.4,1.4,5.7,0.8,2.9,3.2,0.34,333.0
325,DAISY PASS MT,2015,5.8,1.6,4.2,1,2.7,0.6,5.9,1.7,3.1,3.7,0.27,216.0
326,DAISY PASS MT,2016,5.6,2.5,4.5,0.8,2.6,1.1,4.7,1.1,3.3,3.9,0.57,216.0
327,DAISY PASS MT,2017,5.7,2.0,1.5,<0.2,0.4,0.4,3.4,<0.6,1.5,2.5,0.23,279.0
328,DAISY PASS MT,2018,5.7,2.0,3.2,0.8,1,0.8,6.9,1.1,2.3,4,0.51,340.0
344,DIVIDE PEAK WY,1993,4.8,15.8,<3.1,<1.7,<3,<0.5,3.5,<1.1,12.1,10.8,0.3,114.0
345,DIVIDE PEAK WY,1994,5.1,7.9,7.8,1.8,<3,0.5,7.2,1.1,9.8,13.1,0.5,122.0
346,DIVIDE PEAK WY,1995,5.0,10.0,12.9,2.5,<3,0.5,6,2,10.2,15.8,0.5,140.0
347,DIVIDE PEAK WY,1996,5.2,6.3,8,<1.7,1.7,0.5,3.4,1.4,6.9,11.7,0.6,127.0
348,DIVIDE PEAK WY,1997,5.0,10.0,6.1,<1.7,,<0.5,4.3,1.7,8.5,13.6,0.8,150.0
349,DIVIDE PEAK WY,1998,4.7,20.0,7,1.6,2.2,<0.5,5.7,1.7,12.5,19.3,0.6,221.0
350,DIVIDE PEAK WY,1999,5.2,6.3,13.9,2.5,3.5,0.7,6.3,2,10.8,15.4,0.6,198.0
351,DIVIDE PEAK WY,2000,5.0,10.0,9.5,2.5,2.3,0.6,7.9,1.1,9.8,14.8,0.49,180.0
352,DIVIDE PEAK WY,2001,5.2,6.3,14.9,3.3,7,0.6,6.4,1.7,12.5,20.1,0.7,104.0
353,DIVIDE PEAK WY,2002,5.5,3.2,15.4,3.3,4.9,0.5,6.3,1.7,9.8,17,0.71,130.0
354,DIVIDE PEAK WY,2003,5.2,6.3,10.5,2.5,3.6,1.6,8.5,1.1,11.2,16.2,1.17,178.0
355,DIVIDE PEAK WY,2005,5.2,6.3,5.5,0.8,2.2,0.5,5.3,0.8,7.5,9.2,0.22,137.0
356,DIVIDE PEAK WY,2006,5.2,6.3,16.4,3.3,4.6,1.3,7.2,2,9.4,18.3,,102.0
357,DIVIDE PEAK WY,2007,5.9,1.3,25.2,5.2,2.7,1.9,7.2,1.7,10.4,16.9,0.99,117.0
358,DIVIDE PEAK WY,2008,5.2,6.3,15.9,2.5,3,1.2,5,1.7,7.3,14.3,0.65,188.0
359,DIVIDE PEAK WY,2009,6.4,0.4,26.9,4.9,,,,2,10.2,12.4,0.85,216.0
360,DIVIDE PEAK WY,2010,5.1,7.9,6.5,1.6,2,<0.4,6,0.8,6.9,10.5,0.45,160.0
361,DIVIDE PEAK WY,2011,6.1,0.8,20.4,3.3,3.6,0.5,6.8,1.1,7.9,10.4,0.44,259.0
362,DIVIDE PEAK WY,2012,5.6,2.5,22.5,4.1,7,1,7.3,4.1,9.2,9.8,0.5,122.0
363,DIVIDE PEAK WY,2013,5.4,4.0,10,2.5,1.7,0.5,10,2,6,11.4,0.4,104.0
364,DIVIDE PEAK WY,2014,6.4,0.4,25.9,4.9,5.4,1.7,9.4,2.8,9.2,11.4,0.58,155.0
365,DIVIDE PEAK WY,2015,,,,,,,,,,,,84.0
366,DIVIDE PEAK WY,2016,5.9,1.3,11.5,2.5,3.9,1.4,7,1.4,7.3,8.9,0.73,127.0
367,DIVIDE PEAK WY,2017,5.6,2.5,8.5,1.6,1.7,1.1,6.3,1.1,5.2,7.6,0.7,117.0
368,DIVIDE PEAK WY,2018,6.3,0.5,24,4.7,5.8,1.1,9.6,3.1,8.5,9.9,1.12,117.0
370,DRY LAKE CO,1993,4.8,15.8,5,<0.2,<1,2.5,5,<1.1,12.3,13.8,0.5,140.0
371,DRY LAKE CO,1994,4.7,20.0,5,1.9,2,<0.4,6,2,14.4,18,0.4,104.0
372,DRY LAKE CO,1995,4.7,20.0,5,<0.2,1.6,<0.4,6.9,1.1,12.9,18.8,0.6,122.0
373,DRY LAKE CO,1996,5.0,10.0,7,<1.7,0.9,2,3,<1.1,7.9,12.2,0.5,170.0
374,DRY LAKE CO,1997,4.8,15.8,6.1,<1.7,,<0.5,3,1.1,9.4,12.9,1.8,201.0
375,DRY LAKE CO,1998,4.7,20.0,4,0.8,0.9,<0.5,6.5,0.8,12.9,16,0.5,137.0
376,DRY LAKE CO,1999,5.0,10.0,12.9,2.5,4.1,0.6,6.3,2,13.1,16.6,0.3,127.0
377,DRY LAKE CO,2000,4.9,12.6,5.5,1.6,<1,0.8,5.5,<0.6,10.2,12.9,0.6,160.0
378,DRY LAKE CO,2001,4.8,15.8,7.5,1.6,1.8,0.8,6.5,<0.6,10.2,20.6,0.39,137.0
379,DRY LAKE CO,2002,4.9,12.6,9,2.5,3.2,0.7,6.4,2.3,8.7,21.5,0.31,142.0
380,DRY LAKE CO,2003,5.1,7.9,11,3.3,2,5.3,6.8,1.4,10,16.8,1.04,163.0
381,DRY LAKE CO,2004,5.0,10.0,6.6,1.1,<1,<0.4,3.4,0.8,6.9,17,0.41,127.0
382,DRY LAKE CO,2005,5.2,6.3,8,1.6,2.5,0.5,5,0.8,8.1,11.4,<0.2,147.0
383,DRY LAKE CO,2006,5.1,7.9,7.5,1.6,1.8,<0.4,4.2,1.4,6.7,16.2,0.23,185.0
384,DRY LAKE CO,2007,5.1,7.9,11.9,1.7,1.1,0.6,4.9,1.1,7.5,15.9,0.2,132.0
385,DRY LAKE CO,2008,5.0,10.0,8,0.8,1.1,0.6,3.2,0.8,5,15.9,0.33,193.0
386,DRY LAKE CO,2009,5.5,3.2,8.5,1.6,1.5,0.6,3.9,0.8,5.8,10.5,0.23,150.0
387,DRY LAKE CO,2010,4.8,15.8,4,0.8,<1,<0.4,5.7,0.8,8.5,16,0.3,124.0
388,DRY LAKE CO,2011,5.0,10.0,5.3,1.2,1,<0.4,5.4,0.8,7.1,11.6,0.24,239.0
389,DRY LAKE CO,2012,5.4,4.0,22,4.1,5.2,1,6.4,4.3,10.4,13.6,0.5,112.0
390,DRY LAKE CO,2013,4.8,15.8,8.5,<1.6,<0.9,<0.5,7.2,1.4,6,15,0.3,130.0
391,DRY LAKE CO,2014,5.4,4.0,7.5,1.6,1.4,0.5,8.4,1.2,7.3,12.7,0.24,152.0
392,DRY LAKE CO,2015,5.3,5.0,5.1,1.1,0.8,0.2,6.8,0.8,6.7,8.9,<0.2,145.0
393,DRY LAKE CO,2016,5.5,3.2,5.5,0.8,0.9,0.3,6,0.6,4.8,8,<0.2,163.0
394,DRY LAKE CO,2017,5.8,1.6,4,1.6,0.9,1,3.2,0.8,3.7,5.8,1.06,122.0
395,DRY LAKE CO,2018,6.3,0.5,18.4,3.5,5.6,1.3,7,3.1,7.3,8.8,0.53,135.0
396,DUNCKLEY PASS CO,1993,5.1,7.9,5,<0.2,1,3.8,3.9,1.1,8.7,7.7,0.9,190.0
397,DUNCKLEY PASS CO,1994,5.2,6.3,15,2.6,1.7,1,4.5,2.3,6.9,13.7,0.4,175.0
398,DUNCKLEY PASS CO,1995,5.4,4.0,15,2.9,1.2,4.5,4.4,1.1,8.1,11.7,2.1,152.0
399,DUNCKLEY PASS CO,1996,5.5,3.2,7.9,<1.7,1.3,1,3.4,<1.1,5.4,7.9,0.6,180.0
400,DUNCKLEY PASS CO,1997,5.4,4.0,11.1,2.1,,2.6,3.3,1.7,8.3,9.3,1.6,157.0
401,DUNCKLEY PASS CO,1998,4.9,12.6,5.5,0.8,0.9,1.5,5,1.1,6.9,11.4,0.6,157.0
402,DUNCKLEY PASS CO,1999,6.6,0.3,45.3,4,2.4,3,5.8,1.7,8.1,13,1.3,145.0
403,DUNCKLEY PASS CO,2000,5.1,7.9,8.5,2.5,<1,1.2,4.4,<0.6,6,10.6,0.41,157.0
404,DUNCKLEY PASS CO,2001,5.7,2.0,12.5,2.5,2,2.4,5.7,<0.6,8.1,12.6,0.76,170.0
405,DUNCKLEY PASS CO,2002,5.6,2.5,12.9,2.5,1.2,1.9,3.9,1.1,6.9,14.1,0.71,135.0
406,DUNCKLEY PASS CO,2003,6.1,0.8,22.9,4.9,2,1.9,6.9,0.8,6.5,10.5,0.71,208.0
407,DUNCKLEY PASS CO,2004,5.7,2.0,14.4,2.5,<1,2.2,5,1.1,5.6,11.5,0.66,173.0
408,DUNCKLEY PASS CO,2005,5.5,3.2,8.5,0.8,2,0.8,5.3,1.1,5.6,8.4,0.24,168.0
409,DUNCKLEY PASS CO,2006,6.0,1.0,12.9,2.5,1.8,1.4,4.9,1.4,6,9.9,0.33,201.0
410,DUNCKLEY PASS CO,2007,5.7,2.0,13.4,2.3,1.3,3.1,4.3,1.1,6,10.4,0.93,165.0
411,DUNCKLEY PASS CO,2008,5.4,4.0,17.4,3.3,3.9,2.5,1.9,3.4,6.9,10.3,1.16,203.0
412,DUNCKLEY PASS CO,2009,6.6,0.3,35.4,3.3,3.7,1.2,4.5,1.4,6.9,7.1,0.53,231.0
413,DUNCKLEY PASS CO,2010,5.4,4.0,16.9,3.3,1.7,1.5,5.9,1.1,5.6,9.1,0.5,198.0
414,DUNCKLEY PASS CO,2011,6.0,1.0,17.5,2.9,1.5,2.7,3.9,0.8,5.2,7.6,1.39,239.0
415,DUNCKLEY PASS CO,2012,5.6,2.5,23,4.1,5.7,2,5.9,4.5,7.5,9.7,0.8,124.0
416,DUNCKLEY PASS CO,2013,5.6,2.5,14,2.5,1.3,1.3,6.4,1.4,4.4,9.3,0.4,165.0
417,DUNCKLEY PASS CO,2014,6.4,0.4,24.5,3.3,4.6,2.6,4.7,2.5,7.1,8.1,0.95,216.0
418,DUNCKLEY PASS CO,2015,5.9,1.3,10.7,2,1.1,1.7,6.4,1.1,4.4,6.3,0.37,147.0
419,DUNCKLEY PASS CO,2016,5.9,1.3,12.5,1.6,2.2,1.8,4.3,0.8,4.2,6.4,0.49,165.0
420,DUNCKLEY PASS CO,2017,5.8,1.6,10.5,2.5,0.9,2.4,3.8,0.8,3.7,5.8,1.12,160.0
421,DUNCKLEY PASS CO,2018,6.4,0.4,27.5,5.7,2.7,11.8,3.9,2.5,5,6.3,1.64,155.0
441,ELK RIVER CO,1993,4.9,12.6,<0.4,<0.2,1,<0.4,2.5,<1.1,6.9,12,<0.4,122.0
442,ELK RIVER CO,1994,5.1,7.9,10,1.9,1.4,0.7,6.2,1.4,10.6,14,0.7,122.0
443,ELK RIVER CO,1995,5.0,10.0,10,<0.2,<1,<0.4,5.5,1.4,9.8,13.9,0.7,130.0
444,ELK RIVER CO,1996,5.1,7.9,7.5,<1.7,1.7,0.8,1.8,1.1,6.5,14.3,0.6,155.0
445,ELK RIVER CO,1997,5.0,10.0,7.1,<1.7,,1,2.5,1.4,7.5,10.7,1.2,145.0
446,ELK RIVER CO,1998,4.7,20.0,7.5,1.6,2.2,0.5,4,1.1,11,17.1,0.6,137.0
447,ELK RIVER CO,1999,5.1,7.9,11,1.6,3,0.8,4.8,1.7,7.3,13.9,0.3,119.0
448,ELK RIVER CO,2000,5.1,7.9,7.5,1.6,1.5,0.5,3.9,<0.6,6.9,12.2,0.6,145.0
449,ELK RIVER CO,2001,5.0,10.0,11.5,1.6,4,1,5.2,1.1,10.4,17.8,0.6,137.0
450,ELK RIVER CO,2002,5.3,5.0,12.5,2.5,6.6,0.5,5.7,2.3,9.8,16.2,0.36,122.0
451,ELK RIVER CO,2003,5.3,5.0,12.9,3.3,3.2,2,7,1.1,7.5,13.6,1.08,135.0
452,ELK RIVER CO,2004,5.2,6.3,11,2,<1,0.9,4.4,0.8,7.5,14.4,0.47,117.0
453,ELK RIVER CO,2005,5.6,2.5,12.5,1.6,2.4,1.3,4.4,0.6,7.3,9.8,0.51,137.0
454,ELK RIVER CO,2006,5.7,2.0,13.4,1.6,2.5,0.7,4.2,1.4,6.5,14.3,0.46,137.0
455,ELK RIVER CO,2007,5.9,1.3,27.6,2.9,1.6,4.5,3,1.7,7.3,14.3,0.77,117.0
456,ELK RIVER CO,2008,5.3,5.0,12.5,1.6,<1,0.8,4.5,0.8,4,11.5,0.41,157.0
457,ELK RIVER CO,2009,6.1,0.8,16.4,2.5,3,3,4.8,1.4,6.9,9.9,1.26,132.0
458,ELK RIVER CO,2010,5.1,7.9,7,1.6,1,0.6,6,0.8,5.6,11.9,0.42,122.0
459,ELK RIVER CO,2011,5.5,3.2,16.6,1.8,1.6,0.7,5,0.8,5.2,9.5,0.48,178.0
460,ELK RIVER CO,2012,5.5,3.2,23,3.3,4.8,3.6,5.2,3.5,7.1,9.6,0.8,112.0
461,ELK RIVER CO,2013,5.5,3.2,16,2.5,1.3,1.5,8.6,1.7,6.2,12.9,0.4,109.0
462,ELK RIVER CO,2014,6.0,1.0,13,1.6,1.7,1.1,5.8,1.4,4.8,8.6,0.43,150.0
463,ELK RIVER CO,2015,5.4,4.0,9.7,2.2,1.7,2.6,3.7,1.4,4.8,8.3,0.78,119.0
464,ELK RIVER CO,2016,6.0,1.0,14.4,1.6,2.6,1.6,4.4,1.1,4.6,7.9,0.45,132.0
